,Brand,Model,Location,Old_price,Years_old,Prev_Owners,Kms_Driven,Audio_Score,Image_Score,Final_Price
97,Honda,CB_350,Delhi,48842.40929761463,2017.0,3.0,14076.49867657243,0.4573065633598375,0.5,24994.76624052822
98,Honda,CB_350,Delhi,74530.88011466348,2020.0,2.0,18268.068090297485,0.4855453338110978,0.5,66989.69745134116
99,Honda,CB_350,Delhi,54000.0,2019.0,3.0,2100.0,0.4912640092727011,0.5,45860.0
100,Honda,CB_350,Delhi,54000.0,2019.0,3.0,2100.0,0.4175528857474672,0.5,45860.0
101,Honda,CB_350,Delhi,50859.2674990685,2019.0,3.0,9393.478807718708,0.5651029722118722,0.5,35247.81384963034
102,Honda,CB_350,Delhi,54000.0,2019.0,3.0,2100.0,0.416521474055868,0.5,45860.0
103,Tvs,Apache,Delhi,47344.25236524506,2019.0,3.0,17556.125062930914,0.5260472485027229,0.5,23370.96826967803
104,Honda,CB_350,Delhi,54000.0,2019.0,3.0,2100.0,0.516094946849962,0.5,45860.0
105,Honda,CB_350,Delhi,50634.615688424,2019.0,3.0,9915.170234659814,0.5626068409824889,0.5,34488.74034277489
106,Honda,CB_350,Delhi,45760.92953388044,2015.0,3.0,5389.154631081588,0.5411494966705745,0.5,34657.45358822389
107,Honda,CB_350,Delhi,46751.35206804248,2016.0,3.0,18932.165903331115,0.5194594674226943,0.5,16535.312899401866
108,Honda,CB_350,Delhi,50189.79119977866,2019.0,3.0,10948.151547180663,0.5576643466642073,0.5,32985.72782058545
109,Honda,CB_350,Delhi,53783.5775466472,2019.0,3.0,2186.3989351277696,0.5984541253331943,0.5,45565.73348192554
110,Honda,CB_350,Delhi,48353.83055604443,2016.0,3.0,15211.032801025282,0.5372647839560492,0.5,23018.20194122157
111,Honda,CB_350,Delhi,51066.26179059304,2019.0,3.0,8912.792064067286,0.567402908784367,0.5,35947.224561326024
112,Tvs,Apache,Delhi,46536.50105033428,2019.0,3.0,19431.90311644596,0.517072233892603,0.5,20641.6663267406
113,Honda,CB_350,Delhi,53164.37123298946,2019.0,3.0,4040.5156922800206,0.5907152359221052,0.5,43036.50324391218
114,Tvs,Apache,Delhi,45122.4503102008,2019.0,3.0,22715.643168533712,0.5013605590022311,0.5,15863.74599257846
115,Honda,CB_350,Delhi,46024.695298405495,2015.0,3.0,20619.54366206928,0.5113855033156166,0.5,13595.59467896104
116,Honda,CB_350,Delhi,50798.66535411687,2019.0,3.0,9534.210455439708,0.5644296150457431,0.5,35043.04593541045
117,Honda,CB_350,Delhi,54000.0,2019.0,3.0,2100.0,0.5169781535165733,0.5,45860.0
118,Honda,CB_350,Delhi,61959.07903609783,2016.0,3.0,3689.64514930063,0.5276447360354742,0.5,52025.53675294516
119,Honda,CB_350,Delhi,58669.22355364946,2017.0,3.0,3032.571286124352,0.5575525131486412,0.5,49477.03524957798
120,Tvs,Apache,Delhi,45133.18212730772,2019.0,3.0,22690.721504363184,0.5014798014145302,0.5,15900.007610158642
121,Honda,CB_350,Delhi,49384.560071945525,2017.0,3.0,3942.549554135463,0.567032571942468,0.5,39584.45226468044
122,Tvs,Apache,Delhi,47301.87593957382,2019.0,3.0,17654.53254032301,0.525576399328598,0.5,23227.783035826666
123,Honda,CB_350,Delhi,52812.64691753595,2019.0,3.0,4857.297713722062,0.5868071879726217,0.5,41848.065862474265
124,Honda,CB_350,Delhi,56705.79893217409,2019.0,3.0,4230.816659087093,0.588725837782608,0.5,48644.71806769583
125,Honda,CB_350,Delhi,46231.67529891117,2015.0,3.0,5201.226196741821,0.544511966420794,0.5,35297.519879996675
126,Honda,CB_350,Delhi,51012.33382445976,2018.0,3.0,3292.719018221028,0.5786595273175698,0.5,41797.712982063305
127,Honda,CB_350,Delhi,50358.70154562311,2017.0,3.0,10555.499599780287,0.5595411282847013,0.5,31128.98549676729
128,Honda,CB_350,Delhi,58394.53831743739,2017.0,3.0,2977.709153037268,0.56004965165966,0.5,49264.249082777045
129,Tvs,Apache,Delhi,55869.99342938291,2019.0,2.0,11355.532478730684,0.5065003285308548,0.5,30563.593997155047
130,Honda,CB_350,Delhi,54000.0,2019.0,3.0,2100.0,0.4280608043557207,0.5,45860.0
131,Honda,CB_350,Delhi,46421.53637899044,2016.0,3.0,19698.03457949765,0.5157948486554493,0.5,15201.030703176108
132,Honda,CB_350,Delhi,48032.64491460796,2016.0,3.0,4482.2533980182925,0.5573760351043425,0.5,37746.27253832224
133,Tvs,Apache,Delhi,55933.95129106036,2019.0,2.0,11672.091915103245,0.503302435446982,0.5,30040.423485473097
134,Tvs,Apache,Delhi,55827.80660220271,2019.0,2.0,11146.72877760228,0.5086096698898648,0.5,30908.679079477053
135,Honda,CB_350,Delhi,53968.28612674216,2019.0,3.0,2173.64313746841,0.5996476236304684,0.5,45731.7002924181
136,Honda,CB_350,Delhi,56608.22387308754,2019.0,3.0,4153.97630005644,0.5891324005288019,0.5,48544.29706938593
137,Tvs,Apache,Delhi,46565.23770350203,2019.0,3.0,19365.17022186749,0.5173915300389115,0.5,20738.764284832992
138,Tvs,Apache,Delhi,48993.0560336701,2019.0,3.0,13727.23654403276,0.5443672892630012,0.5,28942.092664878648
139,Tvs,Apache,Delhi,48608.94136367396,2019.0,3.0,14619.236166579372,0.5400993484852662,0.5,27644.21187436944
140,Honda,CB_350,Delhi,54000.0,2019.0,3.0,2100.0,0.5820316909454138,0.5,45860.0
141,Honda,CB_350,Delhi,44749.459122297536,2014.0,3.0,5792.948068962792,0.5339247080164109,0.5,33282.17171917192
142,Honda,CB_350,Delhi,76368.90658821803,2020.0,2.0,19715.5139382217,0.5067962225490915,0.5,68881.33303037439
143,Honda,CB_350,Delhi,50473.95628292129,2019.0,3.0,10288.257076327236,0.5608217364769031,0.5,33945.890062626255
144,Tvs,Apache,Delhi,46215.71581727684,2019.0,3.0,20176.83771321268,0.5135079535252982,0.5,19557.76866704319
145,Honda,CB_350,Delhi,54000.0,2019.0,3.0,2100.0,0.4311633726598919,0.5,45860.0
146,Honda,CB_350,Delhi,50932.95454724524,2018.0,3.0,9222.02032412464,0.5659217171916138,0.5,33452.14834689078
147,Honda,CB_350,Delhi,54000.0,2019.0,3.0,2100.0,0.4811003256254577,0.5,45860.0
148,Tvs,Apache,Delhi,55157.7450551954,2019.0,2.0,7830.259150689641,0.54211274724023,0.5,36389.732279380754
149,Honda,CB_350,Delhi,54000.0,2019.0,3.0,2100.0,0.5261731944323279,0.5,45860.0
150,Honda,CB_350,Delhi,50934.26572414545,2019.0,3.0,9219.316262817783,0.5659362858238384,0.5,35501.224519029245
151,Honda,CB_350,Delhi,48444.259810587406,2017.0,3.0,15001.04602428154,0.5382695534509712,0.5,23384.03700716842
152,Honda,CB_350,Delhi,49875.786595222125,2017.0,3.0,11676.881771828088,0.5541754066135791,0.5,29175.33428489426
153,Honda,CB_350,Delhi,53853.481549294745,2019.0,3.0,2440.232122365463,0.598372017214386,0.5,45267.253909732135
154,Honda,CB_350,Delhi,59978.361634959794,2019.0,3.0,6807.959787530836,0.5750901598543342,0.5,52012.73051597945
155,Honda,CB_350,Delhi,62734.586214053634,2016.0,3.0,3844.535082934166,0.5205946707813306,0.5,52626.28691338125
156,Tvs,Apache,Delhi,48049.06840690551,2019.0,3.0,15919.385588408311,0.5338785378545057,0.5,25752.46336155518
157,Honda,CB_350,Delhi,71432.67683545162,2020.0,2.0,15828.233007918156,0.5273638465189515,0.5,63801.12990981896
158,Honda,CB_350,Delhi,62860.341975650255,2016.0,3.0,3869.651938227601,0.5194514365849977,0.5,52723.70418571917
159,Honda,CB_350,Delhi,51884.95413725095,2018.0,3.0,7011.371498399163,0.5764994904138994,0.5,37303.49971046516
160,Honda,CB_350,Delhi,52055.11400496117,2018.0,3.0,6616.241378924056,0.5783901556106796,0.5,37991.88807261505
161,Honda,CB_350,Delhi,52096.38651584749,2019.0,3.0,6520.61353542083,0.5788487390649721,0.5,39427.90154965802
162,Tvs,Apache,Delhi,55900.836792465445,2019.0,2.0,11508.191704307712,0.5049581603767278,0.5,30311.297600392107
163,Honda,CB_350,Delhi,54000.0,2019.0,3.0,2100.0,0.5686562246135151,0.5,45860.0
164,Honda,CB_350,Delhi,72824.70166601964,2020.0,2.0,16924.452561990467,0.5215637430582515,0.5,65233.75546461188
165,Honda,CB_350,Delhi,54888.72483679344,2019.0,3.0,6498.743579709149,0.5555637581603278,0.5,38590.29748939239
166,Tvs,Apache,Delhi,46777.98799465643,2019.0,3.0,18871.116767964508,0.5197554221628492,0.5,21457.62387972245
167,Honda,CB_350,Delhi,67930.16027320054,2020.0,2.0,13070.001215145428,0.541957665528331,0.5,60196.45661450223
168,Honda,CB_350,Delhi,54000.0,2019.0,3.0,2100.0,0.4026815616309586,0.5,45860.0
169,Honda,CB_350,Delhi,49587.76919670007,2017.0,3.0,12345.690173129487,0.5509752132966673,0.5,28010.148698496643
170,Honda,CB_350,Delhi,54000.0,2019.0,3.0,2100.0,0.596660213593239,0.5,45860.0
171,Tvs,Apache,Delhi,55205.72740574448,2019.0,2.0,8067.74779473232,0.5397136297127758,0.5,35997.24025056556
172,Honda,CB_350,Delhi,64496.95133266189,2015.0,3.0,4196.527461623469,0.5045731697030738,0.5,53991.51106326168
173,Tvs,Apache,Delhi,48359.39381519317,2019.0,3.0,15198.741029162527,0.5373265979465908,0.5,26801.018435558257
174,Honda,CB_350,Delhi,58596.47316692236,2017.0,3.0,3018.041049793492,0.5582138803007058,0.5,49420.67883181625
175,Tvs,Apache,Delhi,45000.72371401066,2019.0,3.0,22998.31937524192,0.5000080412667851,0.5,15452.445349229349
176,Honda,CB_350,Delhi,50844.60639698276,2018.0,3.0,9427.174545495258,0.5649400710775863,0.5,33094.732469242525
177,Tvs,Apache,Delhi,49210.83963420838,2019.0,3.0,13221.494627227208,0.5467871070467598,0.5,29677.959252919645
178,Tvs,Apache,Delhi,49461.15194717085,2019.0,3.0,12640.213811569913,0.549568354968565,0.5,30523.73674594062
179,Honda,CB_350,Delhi,50742.40463032661,2019.0,3.0,9664.860358463771,0.5638044958925178,0.5,34852.94720091468
180,Tvs,Apache,Delhi,55078.642048896574,2019.0,2.0,7438.738821013594,0.5460678975551713,0.5,37036.78893817969
181,Honda,CB_350,Delhi,54000.0,2019.0,3.0,2100.0,0.5042800120346418,0.5,45860.0
182,Honda,CB_350,Delhi,54000.0,2019.0,3.0,2100.0,0.482968002692922,0.5,45860.0
183,Honda,CB_350,Delhi,63341.2713531608,2016.0,3.0,3965.706651172206,0.5150793513349019,0.5,53096.25831405034
184,Honda,CB_350,Delhi,54000.0,2019.0,3.0,2100.0,0.4093963118638497,0.5,45860.0
185,Tvs,Apache,Delhi,45537.68379233888,2019.0,3.0,21751.378748901927,0.5059742643593209,0.5,17266.773791669493
186,Honda,CB_350,Delhi,54054.405600254,2019.0,3.0,2369.280518457153,0.5972797199873002,0.5,45414.96627034233
187,Honda,CB_350,Delhi,42864.28791433401,2013.0,3.0,6545.535346199088,0.5204591993881,0.5,30718.931358721173
188,Honda,CB_350,Delhi,54900.35291317736,2019.0,3.0,2279.825031840968,0.5918149735165695,0.5,46557.46247670608
189,Honda,CB_350,Delhi,48039.09253880485,2016.0,3.0,15941.88944794639,0.5337676948756094,0.5,21744.91705266707
190,Honda,CB_350,Delhi,53723.12723967539,2019.0,3.0,2742.960076753812,0.5969236359963932,0.5,44924.47770650319
191,Tvs,Apache,Delhi,55330.35543155007,2019.0,2.0,8684.594208457058,0.5334822284224966,0.5,34977.792346577815
192,Honda,CB_350,Delhi,70805.46772886175,2020.0,2.0,15334.30583647863,0.5299772177964094,0.5,63155.62720428689
193,Honda,CB_350,Delhi,51163.38470762493,2019.0,3.0,8687.251067848778,0.5684820523069436,0.5,36275.39210654156
194,Tvs,Apache,Delhi,55096.1548265856,2019.0,2.0,7525.418314185455,0.5451922586707197,0.5,36893.53573014174
195,Honda,CB_350,Delhi,53792.28819150922,2019.0,3.0,2582.352977495253,0.5976920910167691,0.5,45158.16487819949
196,Tvs,Apache,Delhi,46691.11596644168,2019.0,3.0,19072.85292237432,0.5187901774049075,0.5,21164.092948832385
197,Tvs,Apache,Delhi,46322.10068930567,2019.0,3.0,19929.78839927905,0.5146900076589519,0.5,19917.23132908728
198,Tvs,Apache,Delhi,46079.06275430142,2019.0,3.0,20494.17649278892,0.5119895861589047,0.5,19096.03315092292
199,Tvs,Apache,Delhi,55794.17466407432,2019.0,2.0,10980.267499835863,0.5102912667962838,0.5,31183.785810971844
200,Honda,CB_350,Delhi,74456.36673315082,2019.0,2.0,16446.976426447538,0.5,0.5,66149.86662325387
201,Tvs,Apache,Delhi,54514.28799772598,2017.0,3.0,14102.71357892655,0.5,0.5,33970.13244485348
202,Honda,CB_350,Gujrat,79599.41195609572,2018.0,2.0,10215.908963042384,0.8150399422104865,0.5,71469.27382153796
203,Honda,CB_350,Delhi,55133.532093400034,2019.0,3.0,2326.3972735636244,0.4103048372127276,0.5,46738.09578857094
204,Tvs,Apache,Delhi,48992.0142827238,2018.0,3.0,19266.86784351084,0.5,0.5,23220.69532217884
205,Honda,CB_350,Delhi,73807.81331270478,2017.0,3.0,7867.872944619203,0.6900633399057345,0.5,64690.42098413573
206,Tvs,Apache,Delhi,52857.69178673106,2017.0,3.0,15651.879525638446,0.5,0.5,30745.46852437922
207,Tvs,Apache,Delhi,52180.98018277792,2018.0,3.0,16284.706382075225,0.5,0.5,29428.2087845882
208,Tvs,Apache,Delhi,52999.8080499085,2017.0,3.0,15518.97950212806,0.5,0.5,31022.1063576299
209,Honda,CB_350,Delhi,59824.8882506896,2017.0,3.0,3263.389044251368,0.5470464704482764,0.5,50372.27616016147
210,Honda,CB_350,Delhi,74126.12385996568,2017.0,3.0,7996.922741753455,0.696932146451891,0.5,65062.991752473936
211,Honda,CB_350,Delhi,64821.97780694142,2015.0,3.0,4261.444112895481,0.4983816164267401,0.5,54243.294298955385
212,Honda,CB_350,Delhi,66449.03112341212,2015.0,3.0,4884.467723349659,0.531268566347314,0.5,56077.2375445967
213,Tvs,Apache,Delhi,59958.83703850759,2017.0,2.0,8611.115236601614,0.5,0.5,40444.59692188437
214,Tvs,Apache,Delhi,54952.87457788089,2017.0,3.0,13692.569338494688,0.5,0.5,34823.86753831982
215,Tvs,Apache,Delhi,59059.64031187234,2018.0,2.0,9380.62781310658,0.5,0.5,37958.71262019014
216,Honda,CB_350,Delhi,63228.3650082871,2016.0,3.0,3943.156174836979,0.4838942273480646,0.5,53008.79490078328
217,Honda,CB_350,Delhi,63121.3296329255,2016.0,3.0,5904.724351911975,0.5,0.5,49187.50096258901
218,Honda,CB_350,Delhi,63962.33303215066,2015.0,3.0,5267.374264984314,0.5,0.5,52361.318987063176
219,Honda,CB_350,Delhi,62751.07929036408,2016.0,3.0,3847.829200084535,0.479555266276037,0.5,52639.06334991367
220,Honda,CB_350,Delhi,63469.63972261807,2016.0,3.0,3991.3453155083553,0.4860876338419825,0.5,53195.69945494301
221,Honda,CB_350,Delhi,60181.786169134335,2017.0,3.0,3334.6712921443764,0.5438019439169606,0.5,50648.74875494796
222,Honda,CB_350,Delhi,55182.0460637502,2019.0,3.0,2336.0868365508354,0.41074587330682,0.5,46775.677356220745
223,Honda,CB_350,Gujrat,76078.00153134039,2017.0,2.0,8788.25504189026,0.7390516119920818,0.5,67347.59265553538
224,Honda,CB_350,Delhi,57493.634822579705,2017.0,3.0,11316.577395664586,0.5,0.5,39769.60980024075
225,Tvs,Apache,Delhi,45885.74052530732,2019.0,3.0,22171.69974775885,0.5,0.5,17174.14707694223
226,Honda,CB_350,Delhi,64111.62548087764,2015.0,3.0,5127.763431557272,0.5,0.5,52651.92569605718
227,Honda,CB_350,Delhi,58230.19466532805,2017.0,3.0,2944.88524361143,0.5615436848606541,0.5,49136.93952565394
228,Honda,CB_350,Delhi,55778.2714849347,2018.0,3.0,2455.169313854686,0.5838338955915027,0.5,47237.54608885687
